param,true_param,perturbed_param,finite_diff,finite_diff_time,auto_diff,auto_diff_time
theta,3.141592653589793,4.084892584512893,-5327104.704738555,0.004266698844730854,-2595924.25,3.3523887395858765e-05
theta,3.141592653589793,3.3456395402338117,-10911397.799880449,0.004089376889169216,8762548.0,3.468291833996773e-05
theta,3.141592653589793,3.8189269112498927,-7100003.3522788305,0.004923185333609581,1583343.25,3.366218879818916e-05
theta,3.141592653589793,2.304293626467559,6016284.907571743,0.00482674827799201,5824971.0,6.550736725330353e-05
theta,3.141592653589793,3.240614103441458,-12913026.691847635,0.00341141689568758,10457874.0,3.36342491209507e-05
theta,3.141592653589793,4.170232404184846,-4745728.518828911,0.00408674031496048,-1210092.5,6.535602733492851e-05
theta,3.141592653589793,3.2177926222519284,-13665907.030975664,0.003449501935392618,11471879.0,3.4730881452560425e-05
theta,3.141592653589793,2.890485379541393,10976066.943679046,0.003499777987599373,-7768789.0,3.380700945854187e-05
theta,3.141592653589793,3.7528655159931796,-7622717.75272284,0.004086156375706196,3703658.5,3.3732037991285324e-05
theta,3.141592653589793,2.1467687177910757,5082367.158707962,0.004371240735054016,-2138093.25,6.625568494200706e-05
theta,3.141592653589793,3.4356795386334027,-9850409.5127208,0.003823382779955864,7552558.5,3.4310854971408844e-05
theta,3.141592653589793,3.931815039595868,-6218004.687053026,0.0048599401488900185,-2282867.0,6.600702181458473e-05
theta,3.141592653589793,3.6081547799350027,-8553582.201927856,0.00438171811401844,6556421.5,6.571412086486816e-05
theta,3.141592653589793,2.1094753225171345,4948196.146161285,0.004279484041035175,-3390906.5,6.503891199827194e-05
theta,3.141592653589793,4.1851315455315365,-4651172.119678853,0.004295580089092255,-1942113.5,6.607174873352051e-05
theta,3.141592653589793,2.8212707702689865,10213391.34274344,0.003844273742288351,-7199461.5,6.536627188324928e-05
theta,3.141592653589793,3.7261314446389133,-7795004.488619315,0.004368757363408804,3583776.25,6.586778908967972e-05
theta,3.141592653589793,2.789374014458045,9880483.63533159,0.003681881818920374,-6478388.0,3.3849384635686874e-05
theta,3.141592653589793,3.596054152876448,-8643837.280310959,0.0041167112067341805,5220514.5,3.367383033037186e-05
theta,3.141592653589793,3.3687788446004663,-10609953.841282362,0.0037215659394860268,7510916.5,6.615277379751205e-05
theta,3.141592653589793,3.585323435066506,-8705611.96395776,0.003886663820594549,8577068.0,3.398768603801727e-05
theta,3.141592653589793,3.831451614513326,-6982383.752110054,0.004635340999811888,876817.625,6.536487489938736e-05
theta,3.141592653589793,4.097630112590651,-5233428.829482203,0.004910226911306381,-1959005.625,6.58910721540451e-05
theta,3.141592653589793,3.4893494258755284,-9386890.522775596,0.004006011877208948,5979524.5,6.541376933455467e-05
theta,3.141592653589793,4.06207597015857,-5500005.713163546,0.00421583978459239,-1373978.375,3.52468341588974e-05
theta,3.141592653589793,3.4527043927595806,-9716021.992825994,0.003862138371914625,6907573.5,3.4038908779621124e-05
theta,3.141592653589793,3.759845050669096,-7571840.436228073,0.0044638230465352535,3034749.75,6.576580926775932e-05
theta,3.141592653589793,4.110425442786925,-5133748.625623751,0.004458860959857702,-4088286.0,6.607407703995705e-05
theta,3.141592653589793,3.310458974532248,-11423231.045919169,0.0032596508972346783,8283960.5,3.4199096262454987e-05
theta,3.141592653589793,3.5192241290402944,-9149571.009350073,0.003963553346693516,4978509.5,6.533600389957428e-05
theta,3.141592653589793,3.04627898407449,13548186.546240041,0.0031414171680808067,-12619159.0,3.333110362291336e-05
theta,3.141592653589793,3.1483622526459305,-20230613.28880872,0.003333544824272394,17152930.0,6.58002682030201e-05
theta,3.141592653589793,3.268066624389318,-12207250.948475778,0.003310197964310646,9004282.0,3.371294587850571e-05
theta,3.141592653589793,2.6563791904934377,8710683.691727405,0.0041033499874174595,-4432696.0,6.602099165320396e-05
theta,3.141592653589793,3.1991039288977374,-14388737.174911708,0.003439436201006174,12331096.0,6.669992581009865e-05
theta,3.141592653589793,4.176481517896516,-4705541.501079196,0.004255830775946379,-1442181.0,0.00019734306260943413
theta,3.141592653589793,2.268517522783665,5754312.913896982,0.004920733626931906,-2124646.5,3.375113010406494e-05
theta,3.141592653589793,3.7085454082536136,-7927212.564060945,0.0042923372238874435,4332929.5,6.625987589359283e-05
theta,3.141592653589793,3.335408716149768,-11045589.935754376,0.0036551090888679028,8544152.0,3.383588045835495e-05
theta,3.141592653589793,3.991628138342143,-5793951.062448732,0.004474186804145575,-778961.875,3.4712255001068115e-05
theta,3.141592653589793,2.2155387866415106,5380032.067052793,0.00451608607545495,-4931310.0,3.38270328938961e-05
theta,3.141592653589793,3.603038534008398,-8586856.375021702,0.004577877931296825,5142423.0,7.283687591552734e-05
theta,3.141592653589793,3.6655167458856948,-8188485.8190048905,0.004365438129752874,4864351.0,3.400491550564766e-05
theta,3.141592653589793,2.994496020497923,12510923.678658385,0.0035396949388086796,-10293819.0,6.087683141231537e-05
theta,3.141592653589793,2.573170891271105,8106222.888448532,0.004350873176008463,-4841304.5,3.396300598978996e-05
theta,3.141592653589793,3.966310994843882,-5967108.106892247,0.004763802047818899,-3438834.5,3.367708995938301e-05
theta,3.141592653589793,2.70348809861947,9086287.062844286,0.004493161104619503,-5252577.0,6.598001345992088e-05
theta,3.141592653589793,2.1501629530711615,5094944.701936607,0.004363471642136574,-2864400.0,6.569502875208855e-05
theta,3.141592653589793,3.0079059361481,12746473.865238009,0.0035430891439318657,-10746001.0,6.62999227643013e-05
theta,3.141592653589793,3.9394766821414704,-6172097.4775484465,0.004635280929505825,983283.625,3.3309683203697205e-05
theta,3.141592653589793,3.3138780302432123,-11362025.68682228,0.0035040341317653656,7909754.5,6.614485755562782e-05
theta,3.141592653589793,3.45702932957503,-9673806.923272349,0.0036491509526968002,6394131.5,3.383122384548187e-05
theta,3.141592653589793,2.2377563649760805,5508695.062063324,0.004568209871649742,5797322.5,3.341911360621452e-05
theta,3.141592653589793,2.3796004494358045,6627736.442011425,0.0047840541228652,-1280850.5,6.615417078137398e-05
theta,3.141592653589793,2.641924421325719,8592625.511823436,0.004641830921173096,-5772608.5,6.553623825311661e-05
theta,3.141592653589793,3.8155141008031386,-7130931.238160533,0.004721535835415125,1186943.0,6.602611392736435e-05
theta,3.141592653589793,3.195995441265798,-14542406.212925484,0.003093480132520199,11570286.0,6.556417793035507e-05
theta,3.141592653589793,2.8379225493315476,10371214.373218909,0.0038322368636727333,-6981041.5,6.552785634994507e-05
theta,3.141592653589793,2.6339010979068043,8546719.856631624,0.00452775601297617,-5312626.0,3.379816189408302e-05
theta,3.141592653589793,2.3185443219238127,6115736.836269751,0.004952716175466776,16342103.0,3.3474061638116837e-05
