itr,time,loss,theta,phi,gamma,bx,by,bz
0,0.018738508224487305,-0.4349554181098938,3.2902090549468994,0.1816670298576355,1.004351258277893,203.71043395996094,184.1501007080078,148.36668395996094
1,0.03467059135437012,-0.47778359055519104,3.288835048675537,0.1918506622314453,1.0443248748779297,202.83621215820312,184.0222625732422,148.8414306640625
2,0.03497648239135742,-0.518835723400116,3.287428140640259,0.20748759806156158,1.0794705152511597,201.99647521972656,183.9202423095703,149.25790405273438
3,0.03451275825500488,-0.5686478614807129,3.2942450046539307,0.22313006222248077,1.123835802078247,201.11659240722656,183.824951171875,149.6505584716797
4,0.03435564041137695,-0.6104719638824463,3.286376953125,0.2355864942073822,1.1600277423858643,200.25091552734375,183.80714416503906,150.00697326660156
5,0.03463459014892578,-0.6534598469734192,3.2949957847595215,0.24679623544216156,1.2016475200653076,199.399169921875,183.67803955078125,150.307373046875
6,0.034627676010131836,-0.6898794770240784,3.298386335372925,0.25508400797843933,1.239344835281372,198.6079559326172,183.6139678955078,150.58433532714844
7,0.034680843353271484,-0.7212586402893066,3.3041269779205322,0.258587121963501,1.2736080884933472,197.8164520263672,183.57452392578125,150.8158416748047
8,0.03404664993286133,-0.7482517957687378,3.3082752227783203,0.26081353425979614,1.3070799112319946,197.06732177734375,183.58445739746094,150.97364807128906
9,0.03474283218383789,-0.7682252526283264,3.3114206790924072,0.25682175159454346,1.3303196430206299,196.31517028808594,183.52520751953125,151.1398468017578
10,0.034859657287597656,-0.787100076675415,3.315059185028076,0.2533743679523468,1.3540385961532593,195.5924835205078,183.5189971923828,151.29917907714844
11,0.034296274185180664,-0.8048543930053711,3.317866086959839,0.24638721346855164,1.3786863088607788,194.89498901367188,183.4705352783203,151.4424591064453
12,0.0346531867980957,-0.8188802003860474,3.315656900405884,0.2397095263004303,1.3985116481781006,194.26303100585938,183.48768615722656,151.54115295410156
13,0.03470444679260254,-0.8296955823898315,3.3083910942077637,0.23161886632442474,1.4101978540420532,193.62734985351562,183.5105438232422,151.62754821777344
14,0.03424429893493652,-0.8415968418121338,3.3068954944610596,0.21977907419204712,1.4272961616516113,193.04656982421875,183.38232421875,151.758056640625
15,0.03447270393371582,-0.8509944081306458,3.3070530891418457,0.20814266800880432,1.4374436140060425,192.49655151367188,183.3424072265625,151.89100646972656
16,0.03417158126831055,-0.8602036833763123,3.3065764904022217,0.19613440334796906,1.449405312538147,191.97039794921875,183.22349548339844,152.03858947753906
17,0.034558773040771484,-0.8688725233078003,3.30479097366333,0.18423734605312347,1.4593933820724487,191.45013427734375,183.07273864746094,152.17910766601562
18,0.03449749946594238,-0.8772532939910889,3.3027188777923584,0.1716405749320984,1.471126675605774,190.96463012695312,182.92532348632812,152.32858276367188
19,0.034563541412353516,-0.8850480318069458,3.300607681274414,0.16050344705581665,1.4804739952087402,190.4896240234375,182.7347869873047,152.4738311767578
20,0.03432798385620117,-0.8928917050361633,3.295802354812622,0.14961795508861542,1.49197256565094,190.0341339111328,182.54620361328125,152.64028930664062
21,0.034348249435424805,-0.8994616866111755,3.2924587726593018,0.1383545696735382,1.4955905675888062,189.5866241455078,182.33876037597656,152.8328857421875
22,0.03445291519165039,-0.906222939491272,3.2864649295806885,0.12872850894927979,1.5030463933944702,189.1519317626953,182.09860229492188,153.0042724609375
23,0.03403806686401367,-0.9124337434768677,3.283081293106079,0.1184922307729721,1.5106583833694458,188.74081420898438,181.94334411621094,153.21388244628906
24,0.034079790115356445,-0.9178658127784729,3.2769851684570312,0.11008787155151367,1.5139009952545166,188.3365478515625,181.72962951660156,153.4040985107422
25,0.03374958038330078,-0.9227958917617798,3.273676872253418,0.10119346529245377,1.518627643585205,187.95008850097656,181.54330444335938,153.61129760742188
26,0.034308433532714844,-0.9278079867362976,3.267731189727783,0.09402301907539368,1.5217937231063843,187.57339477539062,181.374267578125,153.8179931640625
27,0.03518795967102051,-0.9334574937820435,3.2604830265045166,0.08696085214614868,1.5292298793792725,187.20664978027344,181.1450653076172,154.02169799804688
28,0.033734798431396484,-0.9378081560134888,3.254979133605957,0.08140625059604645,1.5331404209136963,186.84901428222656,180.9427032470703,154.2333984375
29,0.03461098670959473,-0.9421458840370178,3.249061107635498,0.07412093132734299,1.5369800329208374,186.50204467773438,180.74591064453125,154.4542236328125
30,0.03323960304260254,-0.9458921551704407,3.2438082695007324,0.06872126460075378,1.5401955842971802,186.16522216796875,180.5841064453125,154.68234252929688
31,0.033928871154785156,-0.9497799277305603,3.2374746799468994,0.0632040873169899,1.5446739196777344,185.8390655517578,180.41905212402344,154.92913818359375
32,0.03412342071533203,-0.9533058404922485,3.2299976348876953,0.0593876913189888,1.5464810132980347,185.5204315185547,180.27542114257812,155.15078735351562
33,0.03418540954589844,-0.9563257694244385,3.2242894172668457,0.05569867044687271,1.5485013723373413,185.2137451171875,180.1630096435547,155.38067626953125
34,0.033826351165771484,-0.9591150283813477,3.2182517051696777,0.052339743822813034,1.5489598512649536,184.91586303710938,180.06861877441406,155.59466552734375
35,0.03391623497009277,-0.961791455745697,3.2123537063598633,0.04940595105290413,1.5498731136322021,184.62570190429688,179.96807861328125,155.81585693359375
36,0.03383493423461914,-0.9643919467926025,3.2069694995880127,0.04585421830415726,1.5517704486846924,184.350341796875,179.8729705810547,156.05357360839844
37,0.03401541709899902,-0.9667530059814453,3.2017533779144287,0.04362155497074127,1.5557372570037842,184.0880889892578,179.77178955078125,156.29530334472656
38,0.033239126205444336,-0.9689793586730957,3.1973800659179688,0.040621317923069,1.5568939447402954,183.83302307128906,179.7233428955078,156.5342559814453
39,0.033312320709228516,-0.9710208773612976,3.193561553955078,0.03785672038793564,1.55769681930542,183.58737182617188,179.65138244628906,156.77072143554688
40,0.0334317684173584,-0.9729105234146118,3.189408779144287,0.03593095391988754,1.5582672357559204,183.3529052734375,179.60678100585938,157.00534057617188
41,0.03374147415161133,-0.9747174382209778,3.1851625442504883,0.03420518711209297,1.5584365129470825,183.12664794921875,179.5526885986328,157.23611450195312
42,0.03353714942932129,-0.9763941168785095,3.1814329624176025,0.03318178653717041,1.560240387916565,182.91000366210938,179.49432373046875,157.46774291992188
43,0.033476829528808594,-0.9779320359230042,3.178718090057373,0.03130165487527847,1.5622644424438477,182.7032928466797,179.43992614746094,157.6992950439453
44,0.03330564498901367,-0.9793593287467957,3.175715923309326,0.029127085581421852,1.5622875690460205,182.5071563720703,179.40377807617188,157.92666625976562
45,0.033609628677368164,-0.9807066917419434,3.172215700149536,0.02724447473883629,1.5643463134765625,182.31924438476562,179.39437866210938,158.1527557373047
46,0.03332376480102539,-0.9819255471229553,3.1693384647369385,0.02553662657737732,1.5634734630584717,182.14276123046875,179.38967895507812,158.37924194335938
47,0.033797264099121094,-0.9829763174057007,3.1675541400909424,0.024962211027741432,1.5629390478134155,181.9750213623047,179.37257385253906,158.589111328125
48,0.03328752517700195,-0.9840874671936035,3.164748191833496,0.024338465183973312,1.564176082611084,181.8158416748047,179.34280395507812,158.8035888671875
49,0.03348731994628906,-0.9851131439208984,3.1630465984344482,0.023249074816703796,1.5658798217773438,181.6623992919922,179.31915283203125,159.02565002441406
50,0.03335309028625488,-0.9860166907310486,3.1616032123565674,0.022288652136921883,1.566734790802002,181.52127075195312,179.31195068359375,159.2368927001953
51,0.03327465057373047,-0.9869060516357422,3.160003900527954,0.021196018904447556,1.5668580532073975,181.3907470703125,179.31549072265625,159.4465789794922
52,0.03335285186767578,-0.9876917600631714,3.158778429031372,0.02032911218702793,1.5671794414520264,181.27020263671875,179.32345581054688,159.64913940429688
53,0.03407931327819824,-0.9884480237960815,3.1577093601226807,0.01969093270599842,1.5657755136489868,181.15695190429688,179.33642578125,159.8548126220703
54,0.033200740814208984,-0.9891756772994995,3.1565022468566895,0.01907563954591751,1.5656843185424805,181.0483856201172,179.35189819335938,160.0540008544922
55,0.03325986862182617,-0.9898923635482788,3.15575909614563,0.018017198890447617,1.565595269203186,180.94406127929688,179.36297607421875,160.25621032714844
56,0.03371548652648926,-0.9905624985694885,3.1550204753875732,0.017438001930713654,1.5668928623199463,180.8477020263672,179.37356567382812,160.46014404296875
57,0.03313708305358887,-0.9911460876464844,3.154315233230591,0.016597669571638107,1.5663807392120361,180.76171875,179.38026428222656,160.6507568359375
58,0.0332489013671875,-0.9916785955429077,3.1535465717315674,0.01601479947566986,1.567339301109314,180.68203735351562,179.39219665527344,160.8340606689453
59,0.03362894058227539,-0.9921934604644775,3.1529479026794434,0.01525022555142641,1.5660682916641235,180.60870361328125,179.39479064941406,161.0160675048828
60,0.03298139572143555,-0.9926754832267761,3.151899576187134,0.014766287989914417,1.5665415525436401,180.53994750976562,179.4058380126953,161.1908721923828
61,0.03325152397155762,-0.9931405782699585,3.1515588760375977,0.014353986829519272,1.566460371017456,180.47714233398438,179.41537475585938,161.36480712890625
62,0.033475637435913086,-0.9936188459396362,3.151041269302368,0.013305429369211197,1.5674457550048828,180.419921875,179.42877197265625,161.5419921875
63,0.03311514854431152,-0.9940487742424011,3.1506474018096924,0.012635131366550922,1.5682237148284912,180.3674774169922,179.4456024169922,161.71104431152344
