itr,time,geodesic,loss,theta,phi,gamma,bx,by,bz
1,0.027742218982893974,255.6769256591797,0.43408074975013733,182.86032104492188,179.71763610839844,173.74888610839844,2.7970755100250244,-1.0024081468582153,0.724999189376831
2,0.02736606396501884,273.8570861816406,0.562879204750061,184.41201782226562,179.7613067626953,175.02195739746094,2.75412654876709,-1.1212570667266846,0.7111153602600098
3,0.02714884199667722,299.48394775390625,0.6209245920181274,186.11325073242188,179.80377197265625,176.3068389892578,2.7033426761627197,-1.2283523082733154,0.6898261308670044
4,0.02584429900161922,323.7394714355469,0.6433199048042297,187.77783203125,179.81057739257812,177.5581512451172,2.6465439796447754,-1.3210183382034302,0.659488320350647
5,0.025896342005580664,345.4613037109375,0.6504759192466736,189.25534057617188,179.71136474609375,178.77444458007812,2.590172529220581,-1.4013426303863525,0.6268906593322754
6,0.025565484014805406,364.1449890136719,0.6558650135993958,190.52459716796875,179.58230590820312,179.9235382080078,2.536806106567383,-1.4746882915496826,0.5950713753700256
7,0.025177415052894503,380.50018310546875,0.6573113203048706,191.52682495117188,179.44235229492188,181.00355529785156,2.490140438079834,-1.5400707721710205,0.5678605437278748
8,0.025036880047991872,394.3248596191406,0.6524075269699097,192.31288146972656,179.2774658203125,182.04388427734375,2.452737808227539,-1.5990229845046997,0.5480028986930847
9,0.02519772300729528,406.3069152832031,0.6516279578208923,192.91180419921875,179.08615112304688,183.06605529785156,2.4208853244781494,-1.6552505493164062,0.531896710395813
10,0.025425227999221534,417.3681335449219,0.6542548537254333,193.36285400390625,178.8505096435547,184.0789337158203,2.395176887512207,-1.7118637561798096,0.5205853581428528
11,0.026020102959591895,428.3760986328125,0.6608911156654358,193.6884307861328,178.5220184326172,185.0801239013672,2.37567138671875,-1.7702162265777588,0.5145483016967773
12,0.025526979996357113,439.8139343261719,0.6679496765136719,193.89503479003906,178.16067504882812,186.05224609375,2.360483407974243,-1.827564001083374,0.5119584798812866
13,0.02668980200542137,451.1318359375,0.6713441610336304,193.93295288085938,177.77772521972656,186.9652099609375,2.3494982719421387,-1.880131483078003,0.512637734413147
14,0.0268667500349693,461.6278991699219,0.6698349714279175,193.7995147705078,177.39730834960938,187.7965545654297,2.3429856300354004,-1.9244399070739746,0.517158031463623
15,0.026563788997009397,470.7403869628906,0.6647105813026428,193.4997100830078,177.0326690673828,188.56008911132812,2.339388132095337,-1.9564177989959717,0.5241881012916565
16,0.027029950986616313,477.61956787109375,0.6595543622970581,193.0601348876953,176.63525390625,189.26148986816406,2.334444046020508,-1.9756431579589844,0.5305371284484863
17,0.026911824999842793,481.851318359375,0.656694233417511,192.52549743652344,176.23373413085938,189.9116973876953,2.330801248550415,-1.9830471277236938,0.5381236672401428
18,0.02725541702238843,483.88525390625,0.6566624641418457,191.89781188964844,175.86155700683594,190.514892578125,2.3312010765075684,-1.9784443378448486,0.5488146543502808
19,0.02769116696435958,483.9106140136719,0.6603371500968933,191.1836395263672,175.5037841796875,191.05859375,2.3331408500671387,-1.9654861688613892,0.5603070259094238
20,0.027356558945029974,482.3389892578125,0.6658949851989746,190.42041015625,175.17971801757812,191.52769470214844,2.336061954498291,-1.942400574684143,0.5726595520973206
21,0.026970425038598478,478.7671813964844,0.673057496547699,189.63275146484375,174.8662567138672,191.90426635742188,2.3393301963806152,-1.9138193130493164,0.5853261947631836
22,0.02708694798639044,474.00537109375,0.6793579459190369,188.853759765625,174.5994873046875,192.1876220703125,2.3446969985961914,-1.882771372795105,0.599362313747406
23,0.027428823988884687,468.73028564453125,0.6841434240341187,188.09165954589844,174.37901306152344,192.37986755371094,2.351409435272217,-1.8536337614059448,0.6141223311424255
24,0.025753394002094865,463.7185974121094,0.6863076090812683,187.3878631591797,174.18128967285156,192.50108337402344,2.3601396083831787,-1.826491355895996,0.6298378109931946
25,0.025613292993512005,459.0256042480469,0.6869316697120667,186.74874877929688,173.9783477783203,192.55709838867188,2.369328260421753,-1.804821252822876,0.6452925801277161
26,0.026885335973929614,455.2610778808594,0.6862016320228577,186.19842529296875,173.7910614013672,192.55511474609375,2.3783936500549316,-1.7898461818695068,0.6606729030609131
27,0.02681796398246661,452.6783752441406,0.6854528188705444,185.72801208496094,173.59571838378906,192.5050811767578,2.387681722640991,-1.7791372537612915,0.675675094127655
28,0.02668998797889799,450.8160400390625,0.6852001547813416,185.34999084472656,173.45054626464844,192.4115447998047,2.396902084350586,-1.7733559608459473,0.6900392770767212
29,0.02639112900942564,449.79888916015625,0.685096800327301,185.05416870117188,173.2996826171875,192.2806854248047,2.4062089920043945,-1.7712163925170898,0.704348087310791
30,0.025669939001090825,449.40093994140625,0.6853486895561218,184.8216552734375,173.11729431152344,192.10716247558594,2.4133951663970947,-1.7748223543167114,0.7165279984474182
31,0.0255378219881095,450.03326416015625,0.6856526732444763,184.64785766601562,172.9430389404297,191.89508056640625,2.4192817211151123,-1.780251383781433,0.7269167304039001
32,0.026199826039373875,450.9450378417969,0.68635493516922,184.51007080078125,172.76744079589844,191.64556884765625,2.4239277839660645,-1.7884728908538818,0.7363448739051819
33,0.025567011965904385,452.3514404296875,0.6866248846054077,184.423095703125,172.62322998046875,191.3567657470703,2.4286324977874756,-1.7975574731826782,0.7452182173728943
34,0.026375371031463146,453.8636474609375,0.6869747638702393,184.38331604003906,172.4837646484375,191.02700805664062,2.4308362007141113,-1.8066482543945312,0.7509835958480835
35,0.026826629997231066,455.3550720214844,0.6875578165054321,184.35069274902344,172.33050537109375,190.6636962890625,2.4325690269470215,-1.8162784576416016,0.7556408047676086
36,0.026532821997534484,456.93048095703125,0.6882988810539246,184.3531036376953,172.1143798828125,190.2553253173828,2.428205966949463,-1.8286670446395874,0.7544361352920532
37,0.02604424802120775,459.1316833496094,0.689330518245697,184.40138244628906,171.94566345214844,189.82350158691406,2.42305588722229,-1.839857816696167,0.7517035007476807
38,0.02604947699001059,461.0777282714844,0.6902677416801453,184.4740447998047,171.81866455078125,189.36380004882812,2.4196770191192627,-1.84870183467865,0.750160276889801
39,0.02691734704421833,462.4992980957031,0.6911054849624634,184.5613555908203,171.76011657714844,188.8833465576172,2.417512893676758,-1.857253909111023,0.7494393587112427
40,0.025851132988464087,463.8138732910156,0.6917764544487,184.63087463378906,171.73231506347656,188.39442443847656,2.416552782058716,-1.8640882968902588,0.748507022857666
41,0.026059751980938017,464.7594909667969,0.6924402713775635,184.68545532226562,171.66864013671875,187.8906707763672,2.4162404537200928,-1.8705559968948364,0.74815833568573
42,0.027326993993483484,465.6249084472656,0.6926678419113159,184.75640869140625,171.61004638671875,187.38267517089844,2.4136946201324463,-1.874847173690796,0.7449736595153809
43,0.02689808001741767,466.0736999511719,0.6937958002090454,184.81581115722656,171.537353515625,186.8650665283203,2.411410331726074,-1.8779748678207397,0.7406082153320312
44,0.026307671971153468,466.2817077636719,0.6943362951278687,184.8802490234375,171.4620819091797,186.35252380371094,2.406848430633545,-1.8792608976364136,0.7334619164466858
45,0.026722346956375986,466.1248779296875,0.6946125626564026,184.982177734375,171.3513946533203,185.84915161132812,2.3989362716674805,-1.8821475505828857,0.7238881587982178
46,0.027103332977276295,466.282470703125,0.695235013961792,185.07321166992188,171.20957946777344,185.3575439453125,2.3911404609680176,-1.883756160736084,0.7136856317520142
47,0.02629598299972713,466.1507568359375,0.6954429745674133,185.1433868408203,171.08128356933594,184.8905029296875,2.38676118850708,-1.8841279745101929,0.7062324285507202
48,0.026331910979934037,465.787353515625,0.6956506967544556,185.23077392578125,170.9611053466797,184.4493865966797,2.3824894428253174,-1.882451057434082,0.6986697316169739
49,0.02625268796691671,465.01861572265625,0.6958585977554321,185.3050537109375,170.87924194335938,184.04811096191406,2.379892587661743,-1.8793997764587402,0.6923555135726929
50,0.026793339988216758,464.0074462890625,0.6959455013275146,185.3855438232422,170.79644775390625,183.6779327392578,2.3763248920440674,-1.874820351600647,0.6859953999519348
51,0.02668567799264565,462.6980895996094,0.6957643628120422,185.4592742919922,170.7124786376953,183.34043884277344,2.37361478805542,-1.8699465990066528,0.6803147792816162
52,0.027151992020662874,461.3682861328125,0.6955817937850952,185.51309204101562,170.5912628173828,183.0440673828125,2.3701446056365967,-1.8670742511749268,0.6744607090950012
53,0.026124433032236993,460.4603271484375,0.6953550577163696,185.57571411132812,170.45046997070312,182.77867126464844,2.365050792694092,-1.861203670501709,0.6675463318824768
54,0.02685246302280575,458.9329833984375,0.6949449181556702,185.66305541992188,170.32066345214844,182.54373168945312,2.361496925354004,-1.8568748235702515,0.6628581881523132
55,0.026730659999884665,457.7996826171875,0.6946473717689514,185.73587036132812,170.18922424316406,182.3375701904297,2.3600616455078125,-1.8557333946228027,0.6610862016677856
56,0.027047121024224907,457.4222106933594,0.6944201588630676,185.78579711914062,170.0638427734375,182.16192626953125,2.360138177871704,-1.8570812940597534,0.6616398692131042
57,0.02666361298179254,457.6385192871094,0.694442093372345,185.82186889648438,169.99253845214844,182.0197296142578,2.363403081893921,-1.8590548038482666,0.6651250123977661
58,0.027012011036276817,458.10162353515625,0.6947464942932129,185.83253479003906,169.9510955810547,181.90753173828125,2.368269920349121,-1.8607549667358398,0.6699793934822083
59,0.02588194899726659,458.55975341796875,0.6949465870857239,185.8331298828125,169.88670349121094,181.82608032226562,2.3704593181610107,-1.8641330003738403,0.6726600527763367
60,0.026353214983828366,459.2877197265625,0.6950547099113464,185.80795288085938,169.83529663085938,181.76953125,2.3746562004089355,-1.8682889938354492,0.677355170249939
