# 3.344570165736196,0.4304640640891513,2.0718158479613815,163.04130205288303,190.0155734042175,173.31885246558056
itr,loss,delt,detp,delg,delx,dely,delz
0,-0.5833900570869446,0.2029775121464028,0.4304640640891513,0.501019521166485,-16.95869794711698,10.015573404217477,7.068852465580555
1,-0.5975911617279053,-0.20687016646330747,-0.41438692808151245,-0.4809517105433603,16.916168212890625,-10.03826904296875,-6.7767486572265625
2,-0.6110296845436096,-0.2088883797354022,-0.39791157841682434,-0.46300379832717375,16.884841918945312,-10.035202026367188,-6.53466796875
3,-0.6248088479042053,-0.20949014822905454,-0.38043174147605896,-0.4459540088984628,16.863998413085938,-9.993850708007812,-6.2881317138671875
4,-0.6381469964981079,-0.2111476341909686,-0.3633856475353241,-0.42972652514907317,16.857467651367188,-9.917739868164062,-6.0773773193359375
5,-0.6547901034355164,-0.21270760695403013,-0.34630873799324036,-0.40760569175216155,16.852951049804688,-9.898284912109375,-5.84478759765625
6,-0.6768642663955688,-0.21733864943449888,-0.3310621380805969,-0.37598483165236907,16.8583984375,-9.99468994140625,-5.6327362060546875
7,-0.6980758905410767,-0.22047337691252622,-0.31349867582321167,-0.3487099846217294,16.87506103515625,-9.9901123046875,-5.3765716552734375
8,-0.7184199094772339,-0.2207430283254901,-0.2934904396533966,-0.3241686066004892,16.879592895507812,-9.959686279296875,-5.1463623046875
9,-0.7370922565460205,-0.221172420186452,-0.273538202047348,-0.30255858500930266,16.867385864257812,-9.88031005859375,-4.91802978515625
10,-0.7572050094604492,-0.22269305388396177,-0.2543511986732483,-0.2766825397822519,16.865463256835938,-9.792449951171875,-4.705047607421875
11,-0.7771865725517273,-0.22192486922209653,-0.2363123595714569,-0.24893335898848967,16.861312866210938,-9.70098876953125,-4.5019378662109375
12,-0.7955610156059265,-0.21962341467802915,-0.2186286598443985,-0.22238246997329192,16.844894409179688,-9.602523803710938,-4.3130645751953125
13,-0.8122922778129578,-0.21520980994170102,-0.20200352370738983,-0.19646732409926848,16.817001342773438,-9.452529907226562,-4.13531494140625
14,-0.8265113234519958,-0.20986828009550962,-0.1860535740852356,-0.17451243003341155,16.75640869140625,-9.258819580078125,-3.969940185546875
15,-0.8392888307571411,-0.20010241667693052,-0.17100580036640167,-0.15744821628066497,16.66448974609375,-8.974639892578125,-3.8050537109375
16,-0.851179301738739,-0.19046267668669614,-0.1577683836221695,-0.14050738414260344,16.556900024414062,-8.701202392578125,-3.6651763916015625
17,-0.8624919652938843,-0.178858606023244,-0.14567507803440094,-0.1246540983531137,16.4393310546875,-8.36822509765625,-3.51812744140625
18,-0.8718765377998352,-0.16685899893706235,-0.13442060351371765,-0.1128513058039804,16.302734375,-8.065338134765625,-3.37481689453125
19,-0.8804185390472412,-0.15512475172942075,-0.12477143853902817,-0.10321251948806243,16.147628784179688,-7.735137939453125,-3.2382354736328125
20,-0.8885986804962158,-0.1432600895590106,-0.11635211855173111,-0.09076921542617278,15.958465576171875,-7.4215087890625,-3.1306304931640625
21,-0.8955950736999512,-0.13300975958769712,-0.10781729966402054,-0.08113412459823088,15.768386840820312,-7.107391357421875,-2.989013671875
22,-0.9015449285507202,-0.1236227432913104,-0.10004705935716629,-0.07238988479110198,15.56591796875,-6.8386688232421875,-2.8865966796875
23,-0.9077429175376892,-0.11295494238799009,-0.09229125082492828,-0.06344096263381438,15.351715087890625,-6.556640625,-2.7762908935546875
24,-0.9130271077156067,-0.10392483870451841,-0.08503732830286026,-0.05556790431472258,15.121322631835938,-6.2876739501953125,-2.6687164306640625
25,-0.9181526303291321,-0.09548887412016782,-0.07791140675544739,-0.04815177520247893,14.875656127929688,-6.0265655517578125,-2.564453125
26,-0.9227200746536255,-0.08683666388457212,-0.0709758847951889,-0.04203872283431487,14.624969482421875,-5.764251708984375,-2.454986572265625
27,-0.926686704158783,-0.07922610442107114,-0.0654570460319519,-0.037541313967432544,14.36968994140625,-5.5152130126953125,-2.3459014892578125
28,-0.9304407835006714,-0.0716353336996356,-0.059538163244724274,-0.03302065928908782,14.101760864257812,-5.271087646484375,-2.25506591796875
29,-0.9338087439537048,-0.06533869902556333,-0.054895978420972824,-0.030207916102137133,13.821044921875,-5.0473175048828125,-2.1718597412109375
30,-0.9373085498809814,-0.05870780150359067,-0.04931351915001869,-0.02637891372176604,13.517608642578125,-4.8008575439453125,-2.1055908203125
31,-0.9400264620780945,-0.05374249617522153,-0.04584649205207825,-0.023548050722803637,13.225128173828125,-4.5918121337890625,-2.051788330078125
32,-0.9430728554725647,-0.04887732665007505,-0.04276745766401291,-0.019990964731897876,12.921905517578125,-4.3537445068359375,-1.9838409423828125
33,-0.9459577798843384,-0.04363760153716001,-0.03905011713504791,-0.017047925791468188,12.601104736328125,-4.1208953857421875,-1.9227294921875
34,-0.9482249021530151,-0.040232745809010595,-0.0365133211016655,-0.01635531981917815,12.2911376953125,-3.9202728271484375,-1.8602294921875
35,-0.9504064321517944,-0.03640922705595884,-0.03417385742068291,-0.016805334887232348,11.973388671875,-3.75738525390625,-1.810333251953125
36,-0.9530519247055054,-0.03265461127226743,-0.03170021250844002,-0.01205412944289641,11.645111083984375,-3.558074951171875,-1.764984130859375
37,-0.9552739262580872,-0.0292013565725604,-0.030046900734305382,-0.011213465532984301,11.319015502929688,-3.3497314453125,-1.7189178466796875
38,-0.9572936296463013,-0.026774970693043798,-0.0295640230178833,-0.011305852732386157,10.993331909179688,-3.1645050048828125,-1.6667022705078125
39,-0.9593694806098938,-0.024612752599171728,-0.028623923659324646,-0.0100077827784677,10.663726806640625,-2.979583740234375,-1.609710693359375
40,-0.961440920829773,-0.022620765370778173,-0.02703545056283474,-0.007075353464808032,10.330352783203125,-2.816741943359375,-1.5648345947265625
41,-0.9633213877677917,-0.020388929051808447,-0.025860216468572617,-0.007365866503443286,10.002304077148438,-2.655059814453125,-1.521728515625
