itr,time,geodesic,loss,theta,phi,gamma,bx,by,bz
1,0.030139101028908044,181.36343383789062,6149165568.0,188.32301330566406,174.30999755859375,165.93104553222656,2.819031000137329,-0.33734339475631714,0.601189911365509
2,0.02905120002105832,169.99156188964844,5849543168.0,187.18687438964844,178.36538696289062,170.8190155029297,2.7946584224700928,-0.29472464323043823,0.6340625286102295
3,0.02934304001973942,157.65074157714844,5585534464.0,184.72076416015625,180.38243103027344,175.56277465820312,2.75880765914917,-0.2618389129638672,0.6726611256599426
4,0.030037726974114776,148.67926025390625,5410436608.0,182.29588317871094,181.10702514648438,179.95965576171875,2.719439744949341,-0.24090607464313507,0.6912933588027954
5,0.029604804993141443,144.98114013671875,5335470592.0,181.03590393066406,180.2736358642578,183.92462158203125,2.6820359230041504,-0.2293860912322998,0.7136163115501404
6,0.030077224015258253,143.02783203125,5298254848.0,181.09063720703125,178.7521514892578,187.31353759765625,2.6435160636901855,-0.22881479561328888,0.7227029204368591
7,0.030081255943514407,143.85855102539062,5267243008.0,182.12022399902344,177.5712890625,190.001708984375,2.6076669692993164,-0.23439626395702362,0.7423797249794006
8,0.030583257030230016,144.92166137695312,5213358080.0,183.37417602539062,176.70394897460938,191.95408630371094,2.574110507965088,-0.2447541058063507,0.7719832062721252
9,0.030355533002875745,146.25863647460938,5158402560.0,184.3933868408203,176.05343627929688,193.52476501464844,2.5442004203796387,-0.26189759373664856,0.8021608591079712
10,0.03009362000739202,149.28623962402344,5103109632.0,185.04493713378906,175.7145538330078,194.56361389160156,2.5140068531036377,-0.278846800327301,0.8370006680488586
11,0.030720933980774134,152.22962951660156,5051453440.0,185.518310546875,175.726318359375,195.5615997314453,2.485473394393921,-0.29087257385253906,0.8759593367576599
12,0.030684750992804766,154.7299041748047,5011275264.0,185.8137664794922,175.5975799560547,196.4775390625,2.4579832553863525,-0.2968766391277313,0.9148499369621277
13,0.030706231016665697,156.65306091308594,4988036608.0,185.82763671875,175.3999481201172,197.44920349121094,2.4289703369140625,-0.2960357964038849,0.9518745541572571
14,0.030999391980003566,157.95904541015625,4951197696.0,184.8106689453125,175.59239196777344,198.3787384033203,2.3994529247283936,-0.2879404127597809,0.9895206093788147
15,0.031695589015726,158.29190063476562,4871874048.0,183.2039794921875,176.5023193359375,199.21160888671875,2.366636276245117,-0.2722141742706299,1.0259865522384644
16,0.032181458023842424,157.87783813476562,4785272320.0,182.3439178466797,175.87191772460938,200.00375366210938,2.337646484375,-0.25172361731529236,1.0615733861923218
17,0.030621220998000354,157.47813415527344,4715034112.0,181.77748107910156,175.29161071777344,200.54745483398438,2.3109452724456787,-0.2236473113298416,1.1008574962615967
18,0.030361467972397804,156.4263458251953,4522357760.0,181.96299743652344,175.39816284179688,200.9586944580078,2.2863996028900146,-0.1897282898426056,1.1426916122436523
19,0.03098836197750643,155.31715393066406,4311958528.0,181.92129516601562,175.93148803710938,201.18563842773438,2.2696785926818848,-0.1505662053823471,1.1858676671981812
20,0.031223783968016505,153.8046875,4056137984.0,181.81170654296875,175.7572784423828,201.08619689941406,2.2534725666046143,-0.10812171548604965,1.231368899345398
21,0.030157497036270797,153.14883422851562,3762939136.0,181.69479370117188,175.65451049804688,200.5832977294922,2.25831937789917,-0.06263163685798645,1.2793333530426025
