itr,time,geodesic,loss,theta,phi,gamma,bx,by,bz
1,0.027487217041198164,106.9303207397461,11640446976.0,193.55734252929688,197.5910186767578,165.41998291015625,2.930102825164795,-1.085838794708252,2.6457035541534424
2,0.02825942198978737,110.11172485351562,7921877504.0,189.90879821777344,201.79833984375,170.06045532226562,2.8811075687408447,-1.1307166814804077,2.688042640686035
3,0.028085939993616194,116.34136962890625,6244371456.0,188.6255340576172,205.04124450683594,174.31710815429688,2.867861270904541,-1.1704139709472656,2.733562707901001
4,0.028286072018090636,117.81014251708984,5426399232.0,188.75949096679688,207.51698303222656,178.1271209716797,2.84977126121521,-1.205720067024231,2.780778408050537
5,0.027738281001802534,119.59228515625,5014327296.0,190.2516632080078,209.27249145507812,181.4813995361328,2.8241703510284424,-1.2372933626174927,2.8244237899780273
6,0.02826148399617523,122.37661743164062,4829539840.0,191.98123168945312,209.9505615234375,184.37928771972656,2.7934019565582275,-1.2650700807571411,2.86358380317688
7,0.02834998501930386,125.33721923828125,4794985984.0,193.60635375976562,209.5721435546875,186.8253936767578,2.761984348297119,-1.2894524335861206,2.8996243476867676
8,0.028255384997464716,127.64099884033203,4844035072.0,194.8226776123047,208.51043701171875,188.84066772460938,2.754551887512207,-1.3106967210769653,2.937670946121216
9,0.026663532946258783,125.01089477539062,4901128704.0,195.2975311279297,206.89125061035156,190.4436492919922,2.7633044719696045,-1.3291118144989014,2.9770402908325195
10,0.027579946967307478,118.74130249023438,4917186560.0,195.1968536376953,204.58786010742188,191.665283203125,2.7824621200561523,-1.3453668355941772,3.017282247543335
11,0.02774357801536098,109.87008666992188,4866532352.0,194.74440002441406,202.02748107910156,192.53321838378906,2.81203556060791,-1.3593568801879883,3.0603256225585938
12,0.026938756986055523,98.71874237060547,4758273024.0,193.90626525878906,199.22999572753906,193.06253051757812,2.844482421875,-1.3718278408050537,3.1031670570373535
13,0.026794524979777634,87.0650405883789,4618898944.0,192.65443420410156,196.06085205078125,193.28662109375,2.8798863887786865,-1.3832632303237915,3.146373748779297
14,0.027189170999918133,75.20449829101562,4487319552.0,190.9831085205078,192.798828125,193.2449951171875,2.9160664081573486,-1.3935964107513428,3.188708543777466
