# 3.647923866589635,-0.3885187704663211,2.4996499340016145,176.60415705361766,160.62795901005867,163.41307402229296
itr,loss,delt,detp,delg,delx,dely,delz
0,-0.46063217520713806,0.5063312129998423,-0.3885187704663211,0.9288536072067182,-3.3958429463823485,-19.372040989941333,-2.836925977707047
1,-0.46320316195487976,-0.5081871430105487,0.38240018486976624,-0.9308206280085702,3.4913177490234375,19.196075439453125,2.551361083984375
2,-0.4658268988132477,-0.5091842095083514,0.37579113245010376,-0.9325370033595224,3.6185760498046875,18.976577758789062,2.2819671630859375
3,-0.46818113327026367,-0.5044830719656268,0.3704960346221924,-0.934031411013331,3.7462615966796875,18.67645263671875,2.0224456787109375
4,-0.470550000667572,-0.5084348599142352,0.36531680822372437,-0.9365672310206552,3.8822021484375,18.50335693359375,1.7492523193359375
5,-0.4727589786052704,-0.5106249729818622,0.36049264669418335,-0.9374019344660898,4.0252685546875,18.3310546875,1.487396240234375
6,-0.4747332036495209,-0.5119014660543719,0.3544018864631653,-0.9368654926631113,4.1540679931640625,18.15478515625,1.2520599365234375
7,-0.4767945110797882,-0.5137089173025409,0.34479862451553345,-0.9345318516108652,4.283905029296875,18.00604248046875,1.02532958984375
8,-0.4789281487464905,-0.5129238049215594,0.33333665132522583,-0.9251586635920663,4.4216461181640625,17.816864013671875,0.7774505615234375
9,-0.4806574583053589,-0.5144964138693133,0.3305308520793915,-0.928484364351954,4.5662384033203125,17.636306762695312,0.55072021484375
10,-0.4822959005832672,-0.5157698075002948,0.3281314969062805,-0.9289900501582284,4.7253570556640625,17.461334228515625,0.3083343505859375
11,-0.4837539792060852,-0.5163427273458758,0.3273136615753174,-0.9298242767665048,4.8694305419921875,17.258636474609375,0.0819244384765625
12,-0.4850684404373169,-0.5196109692282,0.3276250660419464,-0.936517401537623,5.0070648193359375,17.214492797851562,-0.156158447265625
13,-0.486775279045105,-0.5221393982595721,0.32638660073280334,-0.9389535625788827,5.156097412109375,16.98681640625,-0.4173736572265625
14,-0.488192081451416,-0.5199905316061297,0.32359597086906433,-0.9380416115138193,5.305755615234375,16.891067504882812,-0.6567230224609375
15,-0.4893248975276947,-0.5187228600210467,0.3203960359096527,-0.9377702911708017,5.44091796875,16.763534545898438,-0.88336181640625
16,-0.4904455840587616,-0.5216060558981219,0.3215314447879791,-0.9436144073817392,5.5727081298828125,16.597274780273438,-1.1031951904296875
17,-0.491672545671463,-0.5209616104788104,0.3172454237937927,-0.9447945793482919,5.7027435302734375,16.46319580078125,-1.285614013671875
18,-0.493061900138855,-0.5243190209097186,0.3175392746925354,-0.9515880783412118,5.8443756103515625,16.298477172851562,-1.506195068359375
19,-0.4943747818470001,-0.5245326439565936,0.3167782127857208,-0.9545437534663339,5.9886322021484375,16.131179809570312,-1.7174072265625
20,-0.4956607222557068,-0.5274430195516864,0.3196927011013031,-0.9641164978358407,6.1445465087890625,15.957977294921875,-1.8896484375
21,-0.4973881244659424,-0.5316995064443866,0.3237185776233673,-0.9777285297724863,6.2638092041015625,15.71893310546875,-2.089111328125
22,-0.4985916018486023,-0.5329347531027118,0.3190905451774597,-0.978558941683497,6.3906097412109375,15.582977294921875,-2.2887420654296875
23,-0.4997406005859375,-0.5355606953329364,0.3160244822502136,-0.97876779635879,6.5166015625,15.475372314453125,-2.5068206787109375
24,-0.5009229183197021,-0.5367599407858172,0.314924418926239,-0.9812182625147958,6.634674072265625,15.28900146484375,-2.7122650146484375
25,-0.5019623637199402,-0.536111442250661,0.3142039179801941,-0.9840363701197763,6.7503814697265625,15.12396240234375,-2.88494873046875
26,-0.5030899047851562,-0.5360921303457538,0.31259769201278687,-0.9861501892420907,6.8554840087890625,14.978713989257812,-3.087005615234375
27,-0.5041242837905884,-0.535759298009328,0.3113515079021454,-0.9885989864680429,6.977325439453125,14.868896484375,-3.2861328125
28,-0.5051923394203186,-0.538142053288869,0.3106650710105896,-0.9925090511653085,7.0926513671875,14.7197265625,-3.465087890625
29,-0.5058816075325012,-0.541186896962575,0.3062136471271515,-0.989111109575953,7.2171783447265625,14.53973388671875,-3.65716552734375
30,-0.5071997046470642,-0.5432630459493915,0.3085632920265198,-0.9967929561946054,7.362335205078125,14.360504150390625,-3.7937164306640625
31,-0.5082147121429443,-0.5417812744802752,0.3099561035633087,-1.0023009022090097,7.47894287109375,14.260467529296875,-3.983367919921875
32,-0.5089584589004517,-0.5372255722708026,0.3067438304424286,-0.9990512569758554,7.580108642578125,14.166885375976562,-4.1787872314453125
33,-0.5098267793655396,-0.5371430794424334,0.30483338236808777,-1.000686570009913,7.7040557861328125,14.005050659179688,-4.3428192138671875
34,-0.5106595158576965,-0.5365470329946795,0.30564117431640625,-1.0043081482264657,7.8263702392578125,13.895309448242188,-4.4871673583984375
35,-0.5117422938346863,-0.5381830612844745,0.30650588870048523,-1.008792563280787,7.940216064453125,13.712600708007812,-4.660247802734375
36,-0.5126695036888123,-0.5369392315573016,0.30633416771888733,-1.0109745701167245,8.025360107421875,13.564544677734375,-4.8456573486328125
37,-0.512467086315155,-0.5322869698232928,0.30112501978874207,-1.0015749176356454,8.129470825195312,13.564682006835938,-5.0179290771484375
38,-0.5130918622016907,-0.5228939930624286,0.30849844217300415,-1.011348887285914,8.257095336914062,13.725830078125,-5.17120361328125
39,-0.5141921043395996,-0.5214801708883563,0.30988627672195435,-1.0154048641535898,8.38031005859375,13.62750244140625,-5.3258819580078125
40,-0.5156651735305786,-0.5233934799856463,0.3148907721042633,-1.0250786980006357,8.490036010742188,13.51593017578125,-5.4955902099609375
41,-0.5163958668708801,-0.5264237801260272,0.31495770812034607,-1.0285681923243661,8.599685668945312,13.485107421875,-5.6367340087890625
42,-0.5172692537307739,-0.5288854519552508,0.3143656253814697,-1.030147715410914,8.708740234375,13.34136962890625,-5.811614990234375
43,-0.518031895160675,-0.5263048092550555,0.3157917559146881,-1.0339490612361093,8.803253173828125,13.256271362304688,-5.954986572265625
44,-0.5188750624656677,-0.5256479660696307,0.31567296385765076,-1.035967036089625,8.891815185546875,13.137680053710938,-6.1414031982421875
45,-0.519764244556427,-0.5261779705709735,0.31626319885253906,-1.0399936874720712,8.978530883789062,12.967575073242188,-6.2981109619140625
46,-0.5214930176734924,-0.5317233483022967,0.3202419877052307,-1.050155564150538,9.06451416015625,12.720932006835938,-6.4465484619140625
47,-0.5226508975028992,-0.5335751454061786,0.3217344582080841,-1.0544463833186288,9.157257080078125,12.556060791015625,-6.60797119140625
48,-0.5235034823417664,-0.5326949040121356,0.3253519535064697,-1.0600814064356943,9.245956420898438,12.494674682617188,-6.7839202880859375
49,-0.5247657895088196,-0.5352543274587909,0.3279762864112854,-1.065189047655787,9.3280029296875,12.359146118164062,-6.9532928466796875
50,-0.5245352983474731,-0.5358577648824969,0.323466420173645,-1.0603589256617685,9.421600341796875,12.265167236328125,-7.0017242431640625
51,-0.5253629684448242,-0.5361734310812274,0.32427603006362915,-1.0632738312098642,9.518264770507812,12.149917602539062,-7.1579437255859375
52,-0.526335597038269,-0.5375121514028827,0.3259296715259552,-1.0673903663966318,9.61529541015625,12.011993408203125,-7.312835693359375
53,-0.5276454091072083,-0.5358680168813983,0.32857105135917664,-1.072748108706202,9.698455810546875,11.899154663085938,-7.4965667724609375
54,-0.527646005153656,-0.5316644589132586,0.32656702399253845,-1.0704440315577646,9.792221069335938,11.935470581054688,-7.646270751953125
55,-0.5278566479682922,-0.5335312763876239,0.32592320442199707,-1.068581028780665,9.882217407226562,11.845870971679688,-7.770050048828125
56,-0.5291807651519775,-0.534010497731618,0.33006757497787476,-1.072379513582911,9.979721069335938,11.7152099609375,-7.928070068359375
57,-0.5303259491920471,-0.5343829075521747,0.3345333933830261,-1.0775732239100595,10.0635986328125,11.595993041992188,-8.075759887695312
58,-0.5307456851005554,-0.5340166966146747,0.33003681898117065,-1.0811995704981943,10.123825073242188,11.551956176757812,-8.173995971679688
59,-0.5322538018226624,-0.5351904312795916,0.33489754796028137,-1.0885855396601816,10.20166015625,11.43487548828125,-8.31195068359375
