# 3.306762358097253,0.14189313325937047,1.0311737870970674,205.0980845026321,193.18639338259712,193.75340035836211
itr,loss,delt,detp,delg,delx,dely,delz
0,-0.5736044049263,0.16516970450746027,0.14189313325937047,-0.539622539697829,25.098084502632105,13.186393382597124,27.503400358362114
1,-0.5832963585853577,-0.16571745078032407,-0.16038192808628082,0.5287755290654044,-24.926406860351562,-13.14569091796875,-27.563735961914062
2,-0.5958919525146484,-0.16452941100066099,-0.17266641557216644,0.5063861171391348,-24.709381103515625,-13.059967041015625,-27.647506713867188
3,-0.6076741814613342,-0.15906557242339048,-0.19042958319187164,0.4916026155140738,-24.49603271484375,-12.925216674804688,-27.665267944335938
4,-0.6210851669311523,-0.15257772604887876,-0.20653314888477325,0.470474318661962,-24.273849487304688,-12.91796875,-27.6949462890625
5,-0.6329991221427917,-0.15066632430022153,-0.2188473790884018,0.4503384391453604,-24.026351928710938,-12.852294921875,-27.732391357421875
6,-0.6454930305480957,-0.15129431883757505,-0.23130062222480774,0.4270966807988028,-23.797744750976562,-12.8072509765625,-27.7491455078125
7,-0.6552550792694092,-0.15280875365202817,-0.24549540877342224,0.41135747829941316,-23.564224243164062,-12.7930908203125,-27.717330932617188
8,-0.6654450297355652,-0.14751228491728696,-0.2547021806240082,0.39208252827194734,-23.319015502929688,-12.76654052734375,-27.684906005859375
9,-0.6752440333366394,-0.14375290076201352,-0.2634679079055786,0.3729359666493277,-23.093032836914062,-12.783676147460938,-27.660568237304688
10,-0.6851161122322083,-0.13731440703337583,-0.270847350358963,0.35051174561050935,-22.888778686523438,-12.8162841796875,-27.6434326171875
11,-0.6929404139518738,-0.1307805458730975,-0.27750763297080994,0.33699829975632234,-22.642745971679688,-12.9163818359375,-27.609466552734375
12,-0.7000250220298767,-0.12360319296782407,-0.2807251214981079,0.32005353371170564,-22.399444580078125,-12.912384033203125,-27.571685791015625
13,-0.7041459083557129,-0.11588892142241392,-0.2830905318260193,0.3108101646092276,-22.150482177734375,-13.0089111328125,-27.523483276367188
14,-0.7104916572570801,-0.10449728171294126,-0.28717976808547974,0.29379625717667146,-21.913818359375,-13.10601806640625,-27.444839477539062
15,-0.7150160670280457,-0.10549267928069028,-0.2840564548969269,0.277433113255773,-21.679168701171875,-13.073379516601562,-27.436431884765625
16,-0.7198289632797241,-0.1030682007498065,-0.2838425636291504,0.2602941552784781,-21.460464477539062,-13.0684814453125,-27.453628540039062
17,-0.7238320112228394,-0.09692367712920102,-0.2789766788482666,0.24434371391800447,-21.232986450195312,-13.125228881835938,-27.461151123046875
18,-0.7266864776611328,-0.09337386290495786,-0.27523109316825867,0.2319978038456778,-21.012725830078125,-13.158676147460938,-27.430511474609375
19,-0.728972315788269,-0.0920825878805438,-0.2726283669471741,0.22462578217056794,-20.815185546875,-13.255340576171875,-27.408401489257812
20,-0.7301806211471558,-0.09079226653044614,-0.27040791511535645,0.2168737212803702,-20.627914428710938,-13.309463500976562,-27.388580322265625
21,-0.731563925743103,-0.08716377417509946,-0.26779937744140625,0.2111209193852286,-20.4713134765625,-13.371627807617188,-27.3765869140625
22,-0.7317991256713867,-0.084758845967702,-0.2676175832748413,0.21231050888565584,-20.324172973632812,-13.440628051757812,-27.3216552734375
23,-0.7330887317657471,-0.08269175688689145,-0.2648336887359619,0.20368369022873445,-20.185073852539062,-13.454025268554688,-27.305450439453125
24,-0.7335253953933716,-0.08019193808501157,-0.2654074430465698,0.20049364964035554,-20.063629150390625,-13.526336669921875,-27.223403930664062
25,-0.7337968349456787,-0.0797074715322772,-0.26424071192741394,0.2006468335774283,-19.95556640625,-13.597137451171875,-27.182037353515625
26,-0.7340766787528992,-0.07831558386748227,-0.26306986808776855,0.19925375381973787,-19.849365234375,-13.667709350585938,-27.14117431640625
27,-0.7344115376472473,-0.07621106306975278,-0.260626882314682,0.20059724251297517,-19.740570068359375,-13.75518798828125,-27.092254638671875
28,-0.7348629832267761,-0.0775419155782977,-0.2585257589817047,0.19578988949326082,-19.64080810546875,-13.76409912109375,-27.041595458984375
29,-0.735881507396698,-0.07431396643584165,-0.25456422567367554,0.19104440609482332,-19.53106689453125,-13.783447265625,-27.008941650390625
30,-0.7364261150360107,-0.07225474516814145,-0.2544802725315094,0.18885381619003816,-19.422958374023438,-13.740249633789062,-26.966949462890625
31,-0.7368885278701782,-0.070110408467702,-0.253985196352005,0.1867634812977652,-19.30419921875,-13.730178833007812,-26.880645751953125
32,-0.737595796585083,-0.07114061514799985,-0.25316569209098816,0.1798287192967276,-19.183837890625,-13.722793579101562,-26.803375244140625
