time,loss,theta,phi,gamma,bx,by,bz
0.018464332446455956,-0.47689324617385864,2.6954528196040863,0.22971955275663003,2.270221672340326,192.92051048811925,200.5351441301367,146.88446518164184
0.03602905571460724,-0.45788905024528503,2.8302254605842907,0.22971955275663003,2.270221672340326,192.92051048811925,200.5351441301367,146.88446518164184
0.05384609196335077,-0.4823651611804962,2.6954528196040863,0.24120553039446155,2.270221672340326,192.92051048811925,200.5351441301367,146.88446518164184
0.07163683231920004,-0.4301241934299469,2.6954528196040863,0.22971955275663003,2.3837327559573422,192.92051048811925,200.5351441301367,146.88446518164184
0.08950027264654636,-0.4056025743484497,2.6954528196040863,0.22971955275663003,2.270221672340326,202.56653601252523,200.5351441301367,146.88446518164184
0.10736467409878969,-0.47948935627937317,2.6954528196040863,0.22971955275663003,2.270221672340326,192.92051048811925,210.56190133664356,146.88446518164184
0.12516458425670862,-0.4821043908596039,2.6954528196040863,0.22971955275663003,2.270221672340326,192.92051048811925,200.5351441301367,154.22868844072394
0.14292363729327917,-0.5008951425552368,2.7403770332641546,0.23354821196924053,2.3080587002126656,183.27448496371326,203.87739653230568,149.33253960133592
0.16046092752367258,-0.5070324540138245,2.7628391400941883,0.2354625415755458,2.326977214148835,173.62845943930728,205.5485227333902,150.556576811183
0.17813409306108952,-0.5560750961303711,2.7628391400941883,0.2354625415755458,2.17562910265948,186.48982680518196,205.54852273339014,150.5565768111829
0.19572318624705076,-0.6198649406433105,2.796532300339239,0.2383340359850037,2.071577276010549,183.27448496371335,208.0552120350169,152.39263262595347
0.21376701444387436,-0.5404353141784668,2.6168354456989653,0.2383340359850037,2.2229253874999033,183.2744849637133,208.05521203501695,152.3926326259535
0.23153593391180038,-0.5550918579101562,2.7254022953774637,0.24120553039446158,2.207159959219763,180.05914312224462,210.56190133664364,154.22868844072403
0.24920065701007843,-0.5611410737037659,2.73538545396859,0.24503418960707207,2.1861393881795745,175.7720206669531,200.53514413013684,156.67676286041817
0.2668556636199355,-0.5783180594444275,2.7486963320900912,0.2501390685572194,2.158111960125991,170.05585739323107,210.5619013366437,150.14856440790072
0.2844169670715928,-0.579261302947998,2.7664441695854256,0.24163093697364055,2.120742056054546,162.43430636160167,213.90415373881268,158.58082074240244
0.30228067841380835,-0.6549129486083984,2.7002595255924025,0.24943005759192122,1.9952414615479404,177.99497305117848,211.67598547069997,157.58345708993443
0.32015061657875776,-0.7114793062210083,2.6689697183415095,0.2564138156001089,1.8293735852474935,180.17822985711405,214.73971683935486,161.09689722931012
0.3375515090301633,-0.6735790371894836,2.863641310868475,0.25258515638749834,1.9681093541127357,167.31686249123936,211.39746443718593,158.64882280961612
0.35505741741508245,-0.697416365146637,2.8011541330203125,0.25350687064238603,1.9041912473572005,166.28477745570626,209.1692961690734,158.28614511780964
0.37262544967234135,-0.7022865414619446,2.813093867446427,0.25250243844154685,1.831229104789931,167.40948550724886,222.07410405522566,156.37453145057933
0.39010422118008137,-0.7394793033599854,2.821248834443705,0.24818534945284204,1.7502955810648277,172.24352481897677,215.88474775491278,164.97805225065628
0.4074786175042391,-0.7014776468276978,2.8575250856205123,0.24720848990065336,1.546387391534246,173.33735853184965,218.5461709640473,172.39279617203408
0.4250456430017948,-0.7322148084640503,2.8217692185677965,0.25887828519615463,1.6641833268063668,183.13481533639793,213.20269335811042,158.6782064189059
0.44251678232103586,-0.7302860021591187,2.800093393890168,0.26902326925517517,1.5775501237823022,162.24808019184775,220.76746216960413,166.96158579967232
0.4603645382449031,-0.7334269285202026,2.7118017443681643,0.26025151980857286,1.550831635569971,176.51610856452447,220.5485423449078,163.47631661269506
0.4782022815197706,-0.6518570184707642,2.7445047926656114,0.26157802194241414,1.4969632050630963,180.95863730299698,226.56979267163177,165.56905146946335
0.49567311350256205,-0.7353914380073547,2.786991797931637,0.25552465846739303,1.8023842367836744,169.95324241752894,213.51942029471297,160.10687170572305
0.5134134823456407,-0.7681742906570435,2.723864368401234,0.2635898608185353,1.5603103916282808,180.68184822154774,210.81342353197536,168.7247785550749
0.5312171634286642,-0.7540485858917236,2.6792496188786377,0.2691335720070296,1.424851035047456,187.31802957869718,205.1830832703502,174.8999021073227
