time,loss,theta,phi,gamma,bx,by,bz
0.01687649916857481,-0.5760188698768616,3.086480327642629,-0.31224622382431577,1.1507199882616677,160.73466376068544,166.40604768863747,187.56175196416268
0.03441468998789787,-0.6116790175437927,3.2408043440247605,-0.31224622382431577,1.1507199882616677,160.73466376068544,166.40604768863747,187.56175196416268
0.05114827677607536,-0.5693621039390564,3.086480327642629,-0.3278585350155316,1.1507199882616677,160.73466376068544,166.40604768863747,187.56175196416268
0.06785274483263493,-0.5952140688896179,3.086480327642629,-0.31224622382431577,1.2082559876747512,160.73466376068544,166.40604768863747,187.56175196416268
0.08459115587174892,-0.5929380655288696,3.086480327642629,-0.31224622382431577,1.1507199882616677,168.7713969487197,166.40604768863747,187.56175196416268
0.10135080013424158,-0.5937535762786865,3.086480327642629,-0.31224622382431577,1.1507199882616677,160.73466376068544,174.72635007306934,187.56175196416268
0.11808010004460812,-0.5826278924942017,3.086480327642629,-0.31224622382431577,1.1507199882616677,160.73466376068544,166.40604768863747,196.93983956237082
0.1349304812029004,-0.6161026358604431,3.137921666436673,-0.29663391263309996,1.1698986547326955,163.41357482336352,169.17948181678148,190.68778116356538
0.15176494047045708,-0.6380770802497864,3.1636423358336954,-0.28102160144188415,1.1794879879682094,164.75303035470256,170.5661988808535,192.25079576326675
0.1686474410817027,-0.6316017508506775,3.163642335833696,-0.30183801636350516,1.1794879879682094,164.75303035470253,170.56619888085342,192.2507957632668
0.18554927688091993,-0.6373255848884583,3.189363005230718,-0.2983686138765683,1.1890773212037233,166.0924858860416,171.95291594492548,181.30969356535724
0.20243737287819386,-0.643338680267334,3.2236572310934135,-0.2937427438939858,1.2018630988510752,157.16278234378126,173.80187203035482,188.603761697297
0.21931351069360971,-0.6628842353820801,3.2922456828188063,-0.2844910039288209,1.227434654145779,151.35847504131203,177.49978420121346,189.1247665638641
0.23639928176999092,-0.6683703660964966,3.292245682818806,-0.284491003928821,1.227434654145779,162.07411929202445,166.4060476886376,189.12476656386406
0.2536159250885248,-0.6947924494743347,3.3951283604068943,-0.27061339398107354,1.2657919870878347,162.74384705769393,162.24589649642178,189.90627386371477
0.2708259532228112,-0.6868411898612976,3.395128360406894,-0.27061339398107354,1.1890773212037233,162.7438470576939,173.3396330089976,189.90627386371472
0.2878310587257147,-0.7153293490409851,3.292245682818808,-0.2567357840333261,1.2593990982641587,163.41357482336346,175.65082811578426,190.6877811635655
0.30479448195546865,-0.758491575717926,3.317966352215832,-0.2289805641378313,1.3137386532654043,164.7530303547025,180.2732183293577,192.25079576326686
0.3220193274319172,-0.7326293587684631,3.4208490298039176,-0.24285817408557864,1.2753813203233486,159.39520822934625,174.72635007306977,185.99873736446136
0.33933810610324144,-0.7253696322441101,3.4722903685979625,-0.22782409664218572,1.2945599867943764,155.8233268124421,174.2641110517125,198.5028541620723
0.35683973226696253,-0.7427418828010559,3.600893715583073,-0.22743860747697042,1.342506652971946,154.18621449636106,176.88346550607076,189.6457714304313
0.37446108646690845,-0.7599512338638306,3.575173046186051,-0.20495173950608353,1.3329173197364321,168.52334962810124,169.74444062066323,192.94546891868964
0.3925011418759823,-0.7472808361053467,3.7166367278696733,-0.16518210729471483,1.3856586525317587,177.10578692149585,165.86676883038808,194.85582009610243
0.4099155059084296,-0.7777237296104431,3.532305263857683,-0.1969421312955008,1.4192213188560574,159.0644784685218,172.70619435010101,193.1770266371641
0.42731902189552784,-0.7604345679283142,3.6008937155830774,-0.16010649995271442,1.5342933176822244,157.22479417393578,172.3894750206527,194.8124030238888
0.44469486456364393,-0.7164731025695801,3.5780308983412787,-0.17238504373364333,1.3936497635613536,157.83802227213107,187.28669681390318,194.26727756164712
0.46199063304811716,-0.7538039684295654,3.532305263857683,-0.19694213129550087,1.3616853194429739,159.0644784685218,181.02649673453283,193.17702663716403
0.479440838098526,-0.8005271553993225,3.520873855236784,-0.20488035262363613,1.3872568747376777,165.83892640274277,177.52261081955263,183.8954214216535
0.4968205438926816,-0.8193362951278687,3.5451655985561947,-0.19340848061436133,1.4336053187093283,170.84672619789313,179.15186070347266,176.59170505144414
0.5143542215228081,-0.7713024616241455,3.6137540502815866,-0.17336304402317082,1.459176874004032,166.0842176420209,178.5355420083296,193.26386078159197
0.5316510768607259,-0.834359347820282,3.43799614273527,-0.17075742281384582,1.4309416150327965,175.25921242355946,176.9291187427483,190.8228564993422
0.5487223714590073,-0.8496771454811096,3.356547356311369,-0.14241683048228349,1.475159096063222,185.7957113871587,176.95194536108704,191.4113990337977
0.5660853749141097,-0.8421875834465027,3.447998625278555,-0.18307879872424287,1.4495875407685181,179.29135942427766,171.42790372313755,186.70305875815416
0.5840048482641578,-0.7955845594406128,3.7056816279413143,-0.13573977741071636,1.5428171694471255,178.4489172279553,169.23274392623932,185.78004396368038
0.6012936988845468,-0.8626310229301453,3.491977794556182,-0.13669794801067503,1.593605119546329,177.98712048784125,179.59095607012586,182.69689582325452
0.6185121405869722,-0.8251907229423523,3.4503801687412476,-0.10257105226297081,1.7239490194512772,182.71900591771123,184.51421379485714,177.57260927553693
0.6357856951653957,-0.8750258684158325,3.412804705218846,-0.1560649448227558,1.5121549804594943,184.3938867558617,171.15165936972497,178.85618230757302
0.6528604850172997,-0.8277239203453064,3.312330032687476,-0.14741589522254828,1.5386440336872251,193.5487213127821,167.45971805042262,171.65234307056357
0.6702302750200033,-0.788079559803009,3.45441997209647,-0.11886012872617752,1.5830884228086153,199.85676202514074,176.4628287011615,174.1694016754705
0.6875630216673017,-0.8587303757667542,3.473891295036773,-0.13838062936850834,1.5421216468204757,189.65869113598603,175.5236701133964,178.92130791589392
0.7043665125966072,-0.8837718367576599,3.2037801637113255,-0.18094276659689262,1.4592607313419972,184.20891456838416,182.03325452074216,179.2801389996921
0.7214066907763481,-0.788293719291687,2.9528294315963315,-0.20354426118998076,1.4174825122894328,187.0889132385986,188.43350981799358,176.03018651769798
0.7383805867284536,-0.812117874622345,3.2505010481481538,-0.11911882538742474,1.5770243862906836,196.26516838861005,173.07460234926526,189.36462256134433
0.755620083771646,-0.8634218573570251,3.4714994609541847,-0.1748360668076272,1.4694600856046671,177.20133674557235,177.6325461149208,179.7849344289192
0.7726231142878532,-0.8978080749511719,3.355501633317671,-0.1267009299720046,1.5676663458435436,187.1238609359904,182.86677346019485,176.94722741155596
0.7894409010186791,-0.8710859417915344,3.3092531373372287,-0.09851199559588547,1.626705748381056,191.0401116918468,188.5862083287235,172.06931173825683
