time,loss,theta,phi,gamma,bx,by,bz
0.01695887092500925,-0.38338032364845276,3.34801890026657,-1.0278644089758555,0.6055097264084945,166.17588115686712,191.86658439326368,175.74544293180253
0.03451022785156965,-0.34431853890419006,3.5154198452798986,-1.0278644089758555,0.6055097264084945,166.17588115686712,191.86658439326368,175.74544293180253
0.05125581473112106,-0.3852202594280243,3.34801890026657,-1.0792576294246483,0.6055097264084945,166.17588115686712,191.86658439326368,175.74544293180253
0.06806560605764389,-0.378023624420166,3.34801890026657,-1.0278644089758555,0.6357852127289193,166.17588115686712,191.86658439326368,175.74544293180253
0.08483139891177416,-0.39798957109451294,3.34801890026657,-1.0278644089758555,0.6055097264084945,174.48467521471048,191.86658439326368,175.74544293180253
0.10160734783858061,-0.36274006962776184,3.34801890026657,-1.0278644089758555,0.6055097264084945,166.17588115686712,201.45991361292687,175.74544293180253
0.11839794553816319,-0.4567677676677704,3.34801890026657,-1.0278644089758555,0.6055097264084945,166.17588115686712,191.86658439326368,184.53271507839267
0.13531463500112295,-0.44686898589134216,3.180617955253241,-1.044995482458786,0.6156015551819696,168.94547917614827,195.06436079981808,178.6745336473325
0.1521508963778615,-0.4425891935825348,3.2922185852621273,-1.0507058402864295,0.6189654981064612,169.8686785159086,183.33918064245194,179.65089721917587
0.16891685035079718,-0.459067165851593,3.273618480260646,-1.0583196507232877,0.5830834402452171,171.09961096892246,190.09004194517792,180.95271531496695
0.1856070477515459,-0.49033039808273315,3.2364182702576842,-1.073547271597004,0.5567325540033659,173.56147587495013,189.20177072113506,183.55635150654916
0.2022843398153782,-0.48098427057266235,3.236418270257684,-1.073547271597004,0.5970998690972655,173.56147587495016,189.201770721135,183.55635150654916
0.2190797245129943,-0.5187229514122009,3.1992180602547227,-1.0202505985389962,0.5942965833268561,176.0233407809778,188.3134994970921,186.15998769813143
0.23581288661807775,-0.5726499557495117,3.124817640248799,-0.9907470830961702,0.5886900117860367,180.94707059303317,186.53695704900633,191.36726008129585
0.25254339072853327,-0.5326861143112183,3.1248176402487977,-1.059271377027894,0.5886900117860367,169.8686785159087,186.5369570490064,191.36726008129585
0.2694297023117542,-0.5489699244499207,3.124817640248797,-1.0392851246311419,0.5651424113145953,174.48467521471056,196.13028626866958,191.36726008129585
0.2861533649265766,-0.5541932582855225,3.2178181652562032,-1.043092029849571,0.5516866396166289,177.2542732339916,184.76041460092063,196.57453246446033
0.3028646158054471,-0.5961909890174866,3.007016975239418,-1.0652989769570729,0.5438374394594816,183.7166686123143,185.58946774336067,194.7302901620894
0.3194480435922742,-0.6720293164253235,2.836516012725842,-1.0840162609476813,0.5130012959849752,192.48706234003788,182.4509094184092,199.8290777039378
0.33616319950670004,-0.6147751212120056,2.98531685273769,-1.0231057774528165,0.5242144390666139,182.63960271592723,186.00399431458072,201.1308957997291
0.35289279092103243,-0.626495897769928,2.901616380231025,-1.0062919460714213,0.5537423825149299,185.66564499625298,184.93806884572922,206.98907723078906
0.36962269619107246,-0.6517326831817627,2.9388165902339884,-1.002908030321707,0.5101357149752233,194.6240978487424,187.0699197834321,204.38544103920685
0.3861757405102253,-0.6607143878936768,2.876816240229053,-1.010768584615314,0.5153477500002073,196.7212420279512,174.45646840202312,208.72483469184385
0.40291498601436615,-0.6832854747772217,2.6701484068792625,-0.9961871976521324,0.5166905584927,200.44063360665663,182.39169133680628,207.56766305114053
0.4195303861051798,-0.5978851318359375,2.3963135276907925,-0.9727347815534131,0.4991925179307355,212.03381379298918,181.2073297047491,213.06422834448063
0.4359735744073987,-0.6304405331611633,2.6115925207634882,-1.0503455159241875,0.4556873685588465,203.24569058548957,179.23339365132057,218.17506975758653
0.4524732306599617,-0.6194285750389099,2.626518530949863,-1.0270667343913313,0.49732058444234695,208.42185441911633,177.50948949799277,214.0928253584391
0.46900171879678965,-0.6626898050308228,2.7162181113968202,-1.0260764951567027,0.5040440480984136,201.97629149331902,179.63311570213978,210.85234296876158
0.48551647551357746,-0.6076470613479614,2.648419580511793,-1.0504754154678202,0.45122652952185893,210.83269430447922,176.80709725231446,209.52239917337
0.502164208330214,-0.6604713201522827,2.838317180301217,-1.017337813420521,0.5281134192666621,191.95740732330955,182.90532594737553,207.62240771643428
