itr,time,loss,geodesic,theta,phi,gamma,bx,by,bz
49,0.01755230501294136,71597880.0,13.142206192016602,3.1840882301330566,0.02301104925572872,1.572412133216858,179.48196411132812,178.61724853515625,162.7801971435547
50,0.018007298931479454,54931820.0,11.955771446228027,3.1809749603271484,0.020500261336565018,1.5665735006332397,179.13156127929688,178.81356811523438,163.42527770996094
51,0.023841971531510353,42292192.0,10.053752899169922,3.173865795135498,0.01682596653699875,1.561317801475525,178.86370849609375,178.96688842773438,164.21554565429688
52,0.019748633727431297,32280106.0,7.636218070983887,3.163708209991455,0.01243172213435173,1.5581426620483398,178.77734375,179.0386199951172,165.05081176757812
53,0.01934376172721386,22861542.0,4.5984930992126465,3.150662660598755,0.007298748474568129,1.5588735342025757,178.89862060546875,179.05364990234375,166.013916015625
54,0.01795852743089199,14809652.0,1.9363958835601807,3.1383087635040283,0.0028611156158149242,1.5635490417480469,179.19744873046875,179.27239990234375,166.87930297851562
55,0.019986001774668694,13471822.0,3.5950989723205566,3.128270149230957,-0.00068173639010638,1.5702025890350342,179.59925842285156,179.75201416015625,167.573486328125
56,0.01763836480677128,17937028.0,5.949165344238281,3.121145725250244,-0.003653579857200384,1.5763423442840576,180.03033447265625,180.40977478027344,168.05543518066406
57,0.01715110056102276,25645144.0,7.6092400550842285,3.1174674034118652,-0.0064826905727386475,1.5798195600509644,180.4408416748047,181.10020446777344,168.3308868408203
58,0.017536243423819542,34408528.0,8.56511116027832,3.1159095764160156,-0.009444806724786758,1.5806446075439453,180.80784606933594,181.6028289794922,168.40264892578125
59,0.01953616738319397,36502504.0,8.688037872314453,3.11631178855896,-0.01219680905342102,1.5793788433074951,181.06336975097656,181.67526245117188,168.29530334472656
60,0.017612503841519356,30862468.0,8.12739372253418,3.1176884174346924,-0.014132002368569374,1.5759570598602295,181.1398162841797,181.30006408691406,168.07022094726562
61,0.023729387670755386,26508576.0,7.112204074859619,3.1205360889434814,-0.014846056699752808,1.5735069513320923,181.0142364501953,180.75335693359375,167.73611450195312
62,0.019310537725687027,20457404.0,5.654544830322266,3.1253409385681152,-0.013999287970364094,1.572689175605774,180.70343017578125,180.33953857421875,167.3508758544922
63,0.016975102946162224,10576585.0,3.7696967124938965,3.131979465484619,-0.01155365351587534,1.5737370252609253,180.271484375,180.1648406982422,166.9409942626953
64,0.01685621216893196,5631649.5,1.7405409812927246,3.1397688388824463,-0.007871112786233425,1.5753799676895142,179.8385772705078,180.16070556640625,166.51461791992188
65,0.01900562457740307,7123485.5,0.7515398263931274,3.146979808807373,-0.00366204883903265,1.575143575668335,179.5428924560547,180.15057373046875,166.10525512695312
